StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
17980,529509,M,0-35,A Level or Equivalent,Scotland,30-40%,0,N
17981,530172,M,35-55,Lower Than A Level,South West Region,10-20,0,N
17982,530360,M,35-55,Lower Than A Level,South Region,70-80%,0,N
17983,530765,M,0-35,A Level or Equivalent,Scotland,60-70%,0,N
17984,531097,M,0-35,A Level or Equivalent,North Western Region,70-80%,0,Y
17985,534371,M,35-55,A Level or Equivalent,Ireland,Unknown,0,N
17986,537929,M,0-35,A Level or Equivalent,North Region,Unknown,0,N
17987,538040,F,0-35,A Level or Equivalent,Ireland,50-60%,0,N
17988,539063,F,0-35,HE Qualification,London Region,70-80%,0,N
17989,539775,M,0-35,A Level or Equivalent,South East Region,60-70%,0,N
17990,539990,M,0-35,Lower Than A Level,Wales,20-30%,0,N
17991,541174,M,0-35,A Level or Equivalent,South Region,40-50%,0,N
17992,543474,M,0-35,A Level or Equivalent,West Midlands Region,30-40%,0,N
17993,543576,M,0-35,Lower Than A Level,North Western Region,10-20,0,N
17994,544383,M,35-55,Lower Than A Level,South East Region,80-90%,0,N
17995,546604,M,0-35,Lower Than A Level,East Midlands Region,60-70%,0,N
17996,547173,M,0-35,Lower Than A Level,South Region,60-70%,0,N
17997,547424,M,0-35,A Level or Equivalent,South East Region,70-80%,0,N
17998,548861,M,0-35,Lower Than A Level,London Region,50-60%,0,N
17999,548992,M,0-35,A Level or Equivalent,London Region,10-20,0,N
18000,548994,M,0-35,A Level or Equivalent,South East Region,70-80%,0,N
18001,549139,M,0-35,Lower Than A Level,East Midlands Region,60-70%,0,N
18002,549262,M,0-35,A Level or Equivalent,South West Region,40-50%,0,N
18003,549681,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,Y
18004,549960,M,35-55,Lower Than A Level,West Midlands Region,0-10%,0,N
18005,550025,M,0-35,Lower Than A Level,London Region,50-60%,0,N
18006,550059,M,0-35,Lower Than A Level,Ireland,50-60%,0,N
18007,551017,F,0-35,A Level or Equivalent,London Region,10-20,0,N
18008,551182,M,0-35,Lower Than A Level,West Midlands Region,30-40%,0,N
18009,551430,M,0-35,Lower Than A Level,East Anglian Region,20-30%,0,N
18010,552485,M,0-35,A Level or Equivalent,South West Region,30-40%,0,N
18011,552795,M,0-35,A Level or Equivalent,North Western Region,80-90%,0,N
18012,553943,M,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,N
18013,554052,M,0-35,HE Qualification,North Region,0-10%,0,N
18014,554132,M,0-35,A Level or Equivalent,South Region,40-50%,0,Y
18015,554235,M,35-55,Lower Than A Level,North Western Region,50-60%,0,N
18016,554999,M,0-35,A Level or Equivalent,North Western Region,10-20,0,Y
18017,555020,M,0-35,Lower Than A Level,South East Region,60-70%,0,N
18018,555228,M,0-35,A Level or Equivalent,North Region,Unknown,0,Y
18019,555447,M,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
18020,555925,M,0-35,A Level or Equivalent,East Anglian Region,10-20,0,N
18021,556177,M,35-55,A Level or Equivalent,East Anglian Region,20-30%,0,N
18022,556211,M,35-55,HE Qualification,North Region,80-90%,0,N
18023,556231,F,0-35,A Level or Equivalent,London Region,30-40%,0,N
18024,556742,M,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
18025,557147,M,0-35,A Level or Equivalent,South East Region,90-100%,0,N
18026,557415,M,0-35,A Level or Equivalent,South West Region,40-50%,0,N
18027,557490,M,0-35,Lower Than A Level,North Region,20-30%,0,N
18028,558054,M,0-35,Lower Than A Level,North Region,40-50%,0,N
18029,559519,M,0-35,A Level or Equivalent,Scotland,50-60%,0,N
18030,559551,M,0-35,Lower Than A Level,South East Region,90-100%,0,N
18031,559617,F,0-35,Lower Than A Level,East Anglian Region,90-100%,0,Y
18032,559645,M,0-35,HE Qualification,North Region,50-60%,0,N
18033,559758,M,35-55,Lower Than A Level,Scotland,60-70%,0,N
18034,560326,M,35-55,Lower Than A Level,London Region,40-50%,0,N
18035,560502,M,35-55,A Level or Equivalent,East Midlands Region,10-20,0,Y
18036,560734,M,0-35,A Level or Equivalent,East Midlands Region,90-100%,0,N
18037,560876,M,0-35,Lower Than A Level,West Midlands Region,40-50%,0,N
18038,560924,M,0-35,Lower Than A Level,South West Region,30-40%,0,N
18039,560928,M,0-35,A Level or Equivalent,South Region,Unknown,0,N
18040,561054,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
18041,561192,M,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
18042,561519,M,0-35,Lower Than A Level,North Western Region,10-20,0,N
18043,561740,M,0-35,Lower Than A Level,West Midlands Region,70-80%,0,N
18044,561787,M,0-35,Lower Than A Level,South West Region,60-70%,0,N
18045,562315,M,0-35,Lower Than A Level,South West Region,40-50%,0,Y
18046,562675,M,0-35,Lower Than A Level,London Region,60-70%,0,N
18047,563418,F,0-35,A Level or Equivalent,Scotland,80-90%,0,N
18048,563666,M,0-35,A Level or Equivalent,East Midlands Region,60-70%,0,N
18049,563990,M,0-35,Lower Than A Level,Yorkshire Region,60-70%,0,N
18050,564894,M,35-55,Lower Than A Level,South Region,90-100%,0,N
18051,565561,M,35-55,HE Qualification,South East Region,10-20,0,N
18052,566071,M,0-35,Lower Than A Level,South West Region,30-40%,0,N
18053,566201,M,0-35,Lower Than A Level,North Western Region,20-30%,0,N
18054,566306,M,35-55,A Level or Equivalent,North Western Region,50-60%,0,N
18055,566970,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
18056,567752,M,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,Y
18057,567779,M,0-35,Lower Than A Level,East Anglian Region,40-50%,0,N
18058,567892,M,35-55,A Level or Equivalent,South East Region,30-40%,0,N
18059,567950,M,35-55,A Level or Equivalent,West Midlands Region,70-80%,0,N
18060,568751,M,0-35,HE Qualification,North Western Region,70-80%,0,N
18061,568813,M,0-35,A Level or Equivalent,West Midlands Region,80-90%,0,N
18062,569358,M,0-35,HE Qualification,Scotland,40-50%,0,N
18063,569560,M,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,N
18064,569694,M,0-35,Lower Than A Level,North Western Region,70-80%,0,N
18065,570414,M,0-35,Lower Than A Level,Ireland,10-20,0,N
18066,570448,M,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
18067,570626,M,0-35,Lower Than A Level,South West Region,10-20,0,N
18068,571186,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
18069,571443,F,0-35,HE Qualification,East Midlands Region,70-80%,0,N
18070,571448,F,0-35,A Level or Equivalent,South Region,30-40%,0,N
18071,571617,M,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
18072,571620,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
18073,571686,M,0-35,Lower Than A Level,South Region,80-90%,0,N
18074,571710,M,0-35,Lower Than A Level,London Region,20-30%,0,N
18075,571711,M,0-35,Lower Than A Level,South West Region,20-30%,0,N
18076,571754,M,0-35,A Level or Equivalent,South East Region,70-80%,0,N
18077,571818,M,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
18078,571963,M,0-35,A Level or Equivalent,North Region,30-40%,0,N
18079,572021,M,0-35,Lower Than A Level,London Region,50-60%,0,N
18080,572024,M,0-35,HE Qualification,Scotland,70-80%,0,N
18081,572080,M,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
18082,572146,M,0-35,Lower Than A Level,South West Region,10-20,0,N
18083,572168,M,0-35,HE Qualification,South Region,50-60%,0,N
18084,572186,M,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,Y
18085,572403,M,0-35,A Level or Equivalent,South West Region,90-100%,0,N
18086,572515,M,0-35,Lower Than A Level,Wales,20-30%,0,Y
18087,572602,M,0-35,A Level or Equivalent,South Region,60-70%,0,N
18088,572658,M,35-55,Lower Than A Level,North Region,0-10%,0,N
18089,572944,M,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
18090,573110,M,0-35,Lower Than A Level,East Anglian Region,90-100%,0,N
18091,573200,M,0-35,Lower Than A Level,East Midlands Region,50-60%,0,N
18092,573214,M,0-35,HE Qualification,South West Region,60-70%,0,N
18093,573242,M,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
18094,573244,M,0-35,A Level or Equivalent,South East Region,90-100%,0,N
18095,573292,M,0-35,A Level or Equivalent,Ireland,40-50%,0,N
18096,573336,M,0-35,A Level or Equivalent,South Region,30-40%,0,N
18097,573547,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
18098,573550,M,0-35,Lower Than A Level,Wales,70-80%,0,N
18099,573593,M,35-55,A Level or Equivalent,East Midlands Region,30-40%,0,N
18100,573944,F,0-35,Lower Than A Level,South Region,20-30%,0,N
18101,574038,M,0-35,Lower Than A Level,South Region,50-60%,0,N
18102,574101,M,35-55,Lower Than A Level,South West Region,60-70%,0,N
18103,574399,M,35-55,Lower Than A Level,Ireland,Unknown,0,N
18104,574608,M,35-55,A Level or Equivalent,Scotland,30-40%,0,N
18105,574670,M,0-35,A Level or Equivalent,London Region,10-20,0,N
18106,574888,M,0-35,Lower Than A Level,South West Region,20-30%,0,N
18107,574983,M,35-55,Lower Than A Level,Ireland,Unknown,0,N
18108,575208,M,0-35,Lower Than A Level,West Midlands Region,50-60%,0,N
18109,575241,M,0-35,Lower Than A Level,South Region,90-100%,0,N
18110,575318,M,0-35,HE Qualification,North Western Region,0-10%,0,N
18111,575336,M,0-35,Lower Than A Level,East Anglian Region,30-40%,0,N
18112,575343,M,0-35,HE Qualification,Scotland,80-90%,0,N
18113,575401,M,0-35,A Level or Equivalent,North Region,10-20,0,N
18114,575469,M,35-55,HE Qualification,London Region,0-10%,0,N
18115,575601,M,0-35,A Level or Equivalent,London Region,10-20,0,N
18116,575762,M,35-55,HE Qualification,Yorkshire Region,40-50%,0,N
18117,575764,F,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
18118,576036,M,0-35,A Level or Equivalent,South East Region,60-70%,0,N
18119,576202,M,35-55,Lower Than A Level,North Region,10-20,0,N
18120,576292,M,0-35,Lower Than A Level,East Midlands Region,0-10%,0,N
18121,576298,M,0-35,HE Qualification,Wales,40-50%,0,N
18122,576301,M,0-35,HE Qualification,North Region,10-20,0,N
18123,576405,M,0-35,HE Qualification,Scotland,20-30%,0,Y
18124,576409,M,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,N
18125,576481,F,0-35,Lower Than A Level,South East Region,90-100%,0,N
18126,576606,M,0-35,HE Qualification,Scotland,90-100%,0,N
18127,576631,M,0-35,A Level or Equivalent,North Region,30-40%,0,N
18128,576750,M,35-55,HE Qualification,South Region,60-70%,0,N
18129,576834,M,0-35,A Level or Equivalent,South West Region,30-40%,0,N
18130,576909,M,0-35,A Level or Equivalent,South Region,60-70%,0,N
18131,576962,M,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
18132,577560,M,0-35,HE Qualification,South West Region,50-60%,0,N
18133,577735,M,0-35,A Level or Equivalent,South East Region,50-60%,0,N
18134,577784,F,0-35,A Level or Equivalent,South East Region,50-60%,0,N
18135,577887,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
18136,577995,M,0-35,Lower Than A Level,East Midlands Region,70-80%,0,N
18137,578056,M,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
18138,578438,M,0-35,A Level or Equivalent,South West Region,80-90%,0,N
18139,578472,M,35-55,Lower Than A Level,Scotland,90-100%,0,N
18140,578623,M,0-35,A Level or Equivalent,Wales,60-70%,0,N
18141,578654,M,0-35,Lower Than A Level,Yorkshire Region,30-40%,0,N
18142,578722,M,0-35,Lower Than A Level,East Midlands Region,20-30%,0,N
18143,578725,M,0-35,HE Qualification,Scotland,90-100%,0,N
18144,578736,M,35-55,HE Qualification,Scotland,10-20,0,N
18145,579011,M,35-55,A Level or Equivalent,North Western Region,10-20,0,N
18146,579098,M,35-55,Lower Than A Level,South West Region,70-80%,0,N
18147,579130,M,0-35,A Level or Equivalent,West Midlands Region,70-80%,0,Y
18148,579199,F,0-35,Lower Than A Level,East Midlands Region,70-80%,0,N
18149,579206,M,35-55,A Level or Equivalent,Wales,10-20,0,N
18150,579499,M,0-35,Lower Than A Level,South West Region,30-40%,0,N
18151,579604,M,0-35,Lower Than A Level,North Western Region,70-80%,0,N
18152,579723,M,35-55,Lower Than A Level,South East Region,90-100%,0,N
18153,580372,M,0-35,HE Qualification,Yorkshire Region,70-80%,0,N
18154,580719,F,35-55,HE Qualification,Scotland,80-90%,0,N
18155,580774,M,0-35,Lower Than A Level,Wales,50-60%,0,N
18156,580970,M,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
18157,581011,M,0-35,Lower Than A Level,West Midlands Region,80-90%,0,N
18158,581047,M,0-35,A Level or Equivalent,East Midlands Region,70-80%,0,N
18159,581234,M,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
18160,581340,M,0-35,HE Qualification,Scotland,90-100%,0,N
18161,581438,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
18162,581439,M,0-35,HE Qualification,West Midlands Region,70-80%,0,N
18163,581453,F,0-35,A Level or Equivalent,North Region,20-30%,0,N
18164,581533,M,0-35,A Level or Equivalent,South West Region,60-70%,0,N
18165,581716,F,0-35,Lower Than A Level,Ireland,0-10%,0,N
18166,582170,M,0-35,A Level or Equivalent,West Midlands Region,10-20,0,N
18167,582768,M,0-35,A Level or Equivalent,Ireland,90-100%,0,Y
18168,582913,M,0-35,Lower Than A Level,East Anglian Region,80-90%,0,N
18169,582983,M,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
18170,583186,M,0-35,Lower Than A Level,North Western Region,20-30%,0,N
18171,583427,F,0-35,Lower Than A Level,West Midlands Region,30-40%,0,N
18172,583714,M,0-35,A Level or Equivalent,South West Region,60-70%,0,N
18173,583833,M,0-35,Lower Than A Level,Scotland,60-70%,0,N
18174,583839,M,35-55,Lower Than A Level,Scotland,60-70%,0,N
18175,583844,M,0-35,Lower Than A Level,London Region,0-10%,0,N
18176,583855,M,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,N
18177,583933,M,35-55,Lower Than A Level,Scotland,30-40%,0,N
18178,584115,M,0-35,Lower Than A Level,East Anglian Region,0-10%,0,N
18179,584444,M,0-35,A Level or Equivalent,North Western Region,50-60%,0,N
18180,584514,M,0-35,Lower Than A Level,West Midlands Region,60-70%,0,N
18181,584567,M,0-35,Lower Than A Level,South Region,90-100%,0,N
18182,584923,M,0-35,HE Qualification,West Midlands Region,50-60%,0,N
18183,585056,M,0-35,A Level or Equivalent,North Western Region,40-50%,0,N
18184,585279,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
18185,585471,M,0-35,A Level or Equivalent,Yorkshire Region,60-70%,0,N
18186,585758,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
18187,585837,M,0-35,A Level or Equivalent,East Midlands Region,50-60%,0,N
18188,586137,M,0-35,HE Qualification,North Region,Unknown,0,N
18189,586236,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
18190,586314,M,35-55,A Level or Equivalent,North Western Region,50-60%,0,N
18191,586587,M,0-35,Lower Than A Level,North Western Region,80-90%,0,N
18192,586621,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
18193,586979,M,35-55,A Level or Equivalent,South Region,40-50%,0,N
18194,587014,M,0-35,A Level or Equivalent,South Region,80-90%,0,N
18195,587226,M,0-35,Lower Than A Level,Scotland,10-20,0,Y
18196,587319,M,0-35,A Level or Equivalent,West Midlands Region,60-70%,0,N
18197,587346,M,0-35,A Level or Equivalent,Wales,50-60%,0,N
18198,587382,M,0-35,A Level or Equivalent,North Region,30-40%,0,N
18199,587616,M,0-35,A Level or Equivalent,East Midlands Region,70-80%,0,N
18200,587677,M,0-35,Lower Than A Level,East Anglian Region,40-50%,0,N
18201,587682,M,0-35,Lower Than A Level,South West Region,70-80%,0,N
18202,587714,M,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
18203,588231,M,35-55,Lower Than A Level,London Region,40-50%,0,N
18204,588280,M,35-55,A Level or Equivalent,South East Region,50-60%,0,N
18205,588442,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
18206,588502,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
18207,588583,M,0-35,HE Qualification,London Region,30-40%,0,N
18208,588628,M,55<=,A Level or Equivalent,South West Region,60-70%,0,N
18209,588706,M,0-35,Lower Than A Level,London Region,60-70%,0,N
18210,588835,M,0-35,Lower Than A Level,Scotland,50-60%,0,N
18211,588852,M,0-35,Lower Than A Level,London Region,40-50%,0,N
18212,588942,M,0-35,HE Qualification,West Midlands Region,90-100%,0,N
18213,588974,M,35-55,Lower Than A Level,West Midlands Region,10-20,0,N
18214,589055,F,0-35,Lower Than A Level,North Region,Unknown,0,N
18215,589211,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
18216,589380,M,0-35,HE Qualification,Wales,10-20,0,N
18217,589472,M,0-35,Lower Than A Level,Yorkshire Region,20-30%,0,N
18218,589484,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
18219,589506,M,0-35,A Level or Equivalent,North Region,40-50%,0,N
18220,589555,M,0-35,A Level or Equivalent,East Midlands Region,80-90%,0,N
18221,589799,M,0-35,Lower Than A Level,Wales,80-90%,0,N
18222,589856,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
18223,589902,M,0-35,Lower Than A Level,South East Region,60-70%,0,N
18224,590017,M,0-35,HE Qualification,East Anglian Region,80-90%,0,N
18225,590436,M,0-35,HE Qualification,North Western Region,0-10%,0,N
18226,590882,M,0-35,Lower Than A Level,South Region,70-80%,0,N
18227,590942,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
18228,591021,M,0-35,Lower Than A Level,Ireland,Unknown,0,N
18229,591165,M,0-35,Lower Than A Level,Scotland,10-20,0,N
18230,591178,M,0-35,HE Qualification,Yorkshire Region,60-70%,0,N
18231,591398,M,35-55,A Level or Equivalent,South Region,90-100%,0,N
18232,591424,M,0-35,HE Qualification,North Western Region,50-60%,0,N
18233,591942,M,35-55,Lower Than A Level,London Region,80-90%,0,N
18234,591944,M,0-35,Lower Than A Level,North Region,40-50%,0,N
18235,591995,M,0-35,A Level or Equivalent,Scotland,40-50%,0,N
18236,592003,M,0-35,A Level or Equivalent,Ireland,Unknown,0,N
18237,592172,M,0-35,Lower Than A Level,North Western Region,70-80%,0,N
18238,592250,M,0-35,HE Qualification,Scotland,90-100%,0,N
18239,592581,F,0-35,Lower Than A Level,North Western Region,Unknown,0,N
18240,592791,M,0-35,HE Qualification,East Midlands Region,40-50%,0,N
18241,592895,F,0-35,Post Graduate Qualification,North Region,Unknown,0,N
18242,593348,M,0-35,Post Graduate Qualification,North Region,Unknown,0,N
18243,593362,M,35-55,Lower Than A Level,Scotland,10-20,0,N
18244,593400,M,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
18245,593487,M,0-35,HE Qualification,Scotland,40-50%,0,N
18246,593534,M,35-55,Lower Than A Level,East Anglian Region,30-40%,0,N
18247,593587,M,35-55,A Level or Equivalent,East Midlands Region,30-40%,0,N
18248,593845,M,0-35,Lower Than A Level,North Western Region,50-60%,0,N
18249,593924,M,0-35,A Level or Equivalent,London Region,90-100%,0,N
18250,594233,M,0-35,A Level or Equivalent,North Region,20-30%,0,N
18251,594431,F,0-35,A Level or Equivalent,East Midlands Region,60-70%,0,N
18252,594452,M,0-35,HE Qualification,Scotland,90-100%,0,N
18253,594458,M,0-35,Lower Than A Level,North Western Region,20-30%,0,N
18254,594517,M,0-35,A Level or Equivalent,South West Region,80-90%,0,N
18255,594602,M,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
18256,594755,M,0-35,Lower Than A Level,North Region,70-80%,0,N
18257,594864,M,0-35,Lower Than A Level,Yorkshire Region,70-80%,0,N
18258,594976,M,0-35,HE Qualification,Scotland,10-20,0,N
18259,595077,M,35-55,HE Qualification,Ireland,Unknown,0,N
18260,595100,M,35-55,Post Graduate Qualification,Scotland,80-90%,0,N
18261,595244,M,35-55,A Level or Equivalent,East Midlands Region,40-50%,0,N
18262,595362,M,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
